ホテルヨーロッパ、ホテルアムステルダム、変なホテルなどのホテルで知られる、長崎県佐世保市にあるテーマパークは何でしょう？,ハウステンボス,33,クイズを始めるための問題集,1,0,0,0,0
直前にキャンセルすることを「ドタキャン」などといいますが、この「ドタ」とは何という言葉の略でしょう？,土壇場,34,クイズを始めるための問題集,1,0,0,0,0
図書や資料整理のためにつくられた国際標準図書番号を、アルファベット 4 文字で何というでしょう？,ISBN,35,クイズを始めるための問題集,1,0,0,0,0
毎年 1 月第 4 土曜日に「山焼き」という伝統行事が行われる、別名を「三笠山」という奈良県にある山は何でしょう？,若草山,36,クイズを始めるための問題集,1,0,0,0,0
1598 年に「ナントの勅令」を発布したフランス国王は誰でしょう？,アンリ 4 世,37,クイズを始めるための問題集,1,0,0,0,0
「神に帰依した者」という意味がある、イスラム教の信者を指す言葉は何でしょう？,ムスリム,38,クイズを始めるための問題集,1,0,0,0,0
書籍や雑誌で、消費税を含まない価格のことを何価格というでしょう？,本体価格,39,クイズを始めるための問題集,1,0,0,0,0
日本で唯一、淡水のみに生息するカニの種類は何でしょう？,サワガニ,40,クイズを始めるための問題集,1,0,0,0,0
「関ヶ原の戦い」の舞台となった関ヶ原があるのは、現在の何県でしょう？,岐阜県,41,クイズを始めるための問題集,1,0,0,0,0
元々は束ねてある糸の端のことで、転じて、物事の始まりや手がかりのことを表す言葉は何でしょう？,糸口,42,クイズを始めるための問題集,1,0,0,0,0
毎年 1 月 10 日に行われる「福男選び」の行事で有名な、兵庫県にある神社は何でしょう？,西宮神社,43,クイズを始めるための問題集,1,0,0,0,0
ハチベエ・ハカセ・モーちゃんの小学校６年生トリオが活躍する、那須正幹の児童文学のシリーズは何でしょう？,『ズッコケ 3 人組』,44,クイズを始めるための問題集,1,0,0,0,0
長さの単位で、１ヤードは何フィートでしょう？,3 フィート,45,クイズを始めるための問題集,1,0,0,0,0
高くまっすぐに上げるため狼のフンを混ぜて火をつけたところから、漢字では「狼煙」と書く伝達手段は何でしょう？,のろし,46,クイズを始めるための問題集,1,0,0,0,0
結成当初は「てるお・はるお」「ライト兄弟」と名乗っていた、松本人志と浜田雅功からなる有名なお笑いコンビは何でしょう？,ダウンタウン,47,クイズを始めるための問題集,1,0,0,0,0
1901 年、ドイツのカール・フィッシャーが数人の仲間たちと始めた、野山を歩き回る活動をドイツ語で何というでしょう？,ワンダーフォーゲル,48,クイズを始めるための問題集,1,0,0,0,0
古代イスラエルの指導者モーゼが神から十戒を授かったといわれる山はどこでしょう？,シナイ山,49,クイズを始めるための問題集,1,0,0,0,0
真っ赤な車体が印象的な、ロンドン名物の二階建てバスを何というでしょう？,ダブル・デッカー,50,クイズを始めるための問題集,1,0,0,0,0
大皿いっぱいに刺身などの多くの料理を盛りつける、高知県の郷土料理を何というでしょう？,皿鉢料理（さわちりょうり）,51,クイズを始めるための問題集,1,0,0,0,0
ミツバチで一般に働きバチと呼ばれるのは、オス・メスのどちらでしょう？,メス,52,クイズを始めるための問題集,1,0,0,0,0
フランス語での挨拶で、「こんにちは」はボンジュールですが、「こんばんは」は何というでしょう？,ボンソワール,53,クイズを始めるための問題集,1,0,0,0,0
お祝い事に用いられる「熨斗（のし）」は、もともとどんな海産物から作られているでしょう？,あわび,54,クイズを始めるための問題集,1,0,0,0,0
建物が五角形をしているためにそうよばれる、アメリカ・国防総省の通称は何でしょう？,ペンタゴン,55,クイズを始めるための問題集,1,0,0,0,0
別名を「氷上のチェス」という、平昌五輪で女子日本代表が銅メダルを取ったことでもお馴染みのスポーツは何でしょう？,カーリング,56,クイズを始めるための問題集,1,0,0,0,0
衆議院議員の被選挙権は 25 歳以上ですが、参議院議員の被選挙権は何歳以上でしょう？,30 歳,57,クイズを始めるための問題集,1,0,0,0,0
麻雀で最後の一局のことを、「オールラスト」という言葉の略で何というでしょう？,オーラス,58,クイズを始めるための問題集,1,0,0,0,0
イギリス政府と王室によって設立された「英国放送協会」のことを、アルファベット 3 文字の略称で何というでしょう？,BBC,59,クイズを始めるための問題集,1,0,0,0,0
「炎」を構成する 3 つの部分とは、外炎、内炎と何でしょう？,炎心,60,クイズを始めるための問題集,1,0,0,0,0
1863 年に世界初の地下鉄が開通した都市はどこでしょう？,ロンドン,61,クイズを始めるための問題集,1,0,0,0,0
大相撲で、実力以上に出世をしたためなかなか勝てなくて苦戦することを、俗に「何が高い」というでしょう？,家賃,62,クイズを始めるための問題集,1,0,0,0,0
1221 年、後鳥羽上皇が鎌倉幕府の倒幕を目的として挙兵した事件を、その当時の元号から何というでしょう？,承久の乱,63,クイズを始めるための問題集,1,0,0,0,0
材質は布製で長さは 1m60cm から 1m80cm、幅 6cm が標準となっている、駅伝でランナーからランナーに手渡されるものは何でしょう？,たすき,64,クイズを始めるための問題集,1,0,0,0,0
春から夏にかけてふく東よりの風で、漢字では「東風」と書くのは何でしょう？,こち,65,クイズを始めるための問題集,1,0,0,0,0
国会の本会議では議員総数の３分の１にあたる、議事を進めるために必要な最小限の出席数は何でしょう？,定足数,66,クイズを始めるための問題集,1,0,0,0,0
テレビ番組における「視聴率」にあたる、ラジオ番組を聴いた人の割合を表す数値は何でしょう？,聴取率,67,クイズを始めるための問題集,1,0,0,0,0
サンスクリット語で「宝石」を意味する言葉が語源問題集とされる、「たんぱく石」の別名をもつ宝石は何でしょう？,オパール,68,クイズを始めるための問題集,1,0,0,0,0
『しおんの王』『ハチワンダイバー』『3 月のライオン』といえば、いずれもどんなゲームをテーマにした漫画でしょう？,将棋,69,クイズを始めるための問題集,1,0,0,0,0
値下がりした有価証券を売らずに保持し続けることを、食べ物の保存法にちなんで俗に何というでしょう？,塩漬け,70,クイズを始めるための問題集,1,0,0,0,0
組曲『惑星』で知られる、イギリスの作曲家は誰でしょう？,グスターヴ・ホルスト,71,クイズを始めるための問題集,1,0,0,0,0
神武天皇を熊野から大和へ案内したという伝説がある、日本サッカー連盟のエンブレムにも描かれている３本足の架空の鳥は何でしょう？,ヤタガラス,72,クイズを始めるための問題集,1,0,0,0,0
漫画『ドラえもん』で、ドラえもんの好物はどら焼きですが、ドラミちゃんの好物は何でしょう？,メロンパン,73,クイズを始めるための問題集,1,0,0,0,0
野球のグランド整備に使う砂ならしのことを、ある昆虫に形が似ていることから何というでしょう？,とんぼ,74,クイズを始めるための問題集,1,0,0,0,0
かつては聖徳太子や伊藤博文、夏目漱石が、現在は野口英世が肖像画として用いられている日本の紙幣は何円札でしょう？,1000 円札,75,クイズを始めるための問題集,1,0,0,0,0
吹奏楽団のことをブラスバンドなどといいますが、この「ブラス」とはどんな金属のことでしょう？,真鍮（しんちゅう）,76,クイズを始めるための問題集,1,0,0,0,0
アフリカや中東の乾燥地域に見られる、乾季の間は干上がっており、雨季の間だけ水が流れる川のことを何というでしょう？,ワジ,77,クイズを始めるための問題集,1,0,0,0,0
フラーレン、グラファイト、ダイヤモンドといえば、いずれも何という元素の同素体でしょう？,炭素,78,クイズを始めるための問題集,1,0,0,0,0
1993 年の連立内閣成立で崩壊したとされる、かつて自由民主党と日本社会党が二大政党として君臨した政治体制を何と呼ぶでしょう？,55 年体制,79,クイズを始めるための問題集,1,0,0,0,0
サッカーで、得点につながるパスを送った選手につく記録は何でしょう？,アシスト,80,クイズを始めるための問題集,1,0,0,0,0
鎖国していた頃の日本で唯一海外と貿易を行っていた、長崎に造られた人工の島は何でしょう？,出島,81,クイズを始めるための問題集,1,0,0,0,0
提灯やアコーディオンなどに見られる、山折りと谷折りをつなげて伸び縮みができるようにした構造を「蛇」という字を使って何というでしょう？,じゃばら,82,クイズを始めるための問題集,1,0,0,0,0
本名を友之助（とものすけ）というドリフターズのメンバーで、ウクレレの演奏でも知られるのは誰でしょう？,高木ブー,83,クイズを始めるための問題集,1,0,0,0,0
高校時代は東京ヴェルディのユースチームに所属していた、ドラマ『陸王』や『仮面ライダードライブ』の出演で知られるイケメン俳優は誰でしょう？,竹内涼真,84,クイズを始めるための問題集,1,0,0,0,0
釣り用語で、自分の釣り糸が他人の糸と絡まってしまうことを特に何というでしょう？,おまつり,85,クイズを始めるための問題集,1,0,0,0,0
上流部は金沙江、下流部は揚子江と呼ばれる、中国を流れる大河は何でしょう？,長江（ちょうこう）,86,クイズを始めるための問題集,1,0,0,0,0
英語では「チェッカー」と呼ばれる、２色の四角形を互い違いに並べた模様を、江戸時代の歌舞伎役者の名前から何というでしょう？,市松模様,87,クイズを始めるための問題集,1,0,0,0,0
ドーナツ状、円錐状の 2 種類の火山の複合体である、東京ディズニーシーのシンボルとなっている火山は何でしょう？,プロメテウス火山,88,クイズを始めるための問題集,1,0,0,0,0
少し緑がかった青色のことを、その色がトルコ石に似ていることから何ブルーというでしょう？,ターコイズブルー,89,クイズを始めるための問題集,1,0,0,0,0
オーストラリアに生えている樹木の 90％以上を占めるともいわれる、コアラの好物といえば何でしょう？,ユーカリ,90,クイズを始めるための問題集,1,0,0,0,0
ジャムやバターなどのパンに塗るものを、英語で総称して何というでしょう？,スプレッド,91,クイズを始めるための問題集,1,0,0,0,0
「資金洗浄」という意味がある、犯罪に関わる多額の現金を、金融取引を繰り返して出所をわからなくしてしまう不正行為のことを何というでしょう？,マネーロンダリング,92,クイズを始めるための問題集,1,0,0,0,0
東南アジアで生まれたスポーツ・セパタクローの１チームの人数は何人でしょう？,3 人,93,クイズを始めるための問題集,1,0,0,0,0
野心に燃える青年ジュリアン・ソレルを主人公とした、フランスの作家・スタンダールの小説は何でしょう？,『赤と黒』,94,クイズを始めるための問題集,1,0,0,0,0
1526 年にバーブルによって建国された、16 世紀から 19 世紀にかけてインドで繁栄した大帝国はどこでしょう？,ムガル帝国,95,クイズを始めるための問題集,1,0,0,0,0
「グラスの底に顔があってもいいじゃないか」「芸術は爆発だ」などの名言で知られる、日本の芸術家は誰でしょう？,岡本太郎,96,クイズを始めるための問題集,1,0,0,0,0
児童福祉法の定義では、「児童」とは何歳未満のことを指しているでしょう？,18 歳,97,クイズを始めるための問題集,1,0,0,0,0
路線内に日本最南端の赤嶺駅や日本最西端の那覇空港駅があることでも知られる、沖縄県を走るモノレールは何でしょう？,ゆいレール,98,クイズを始めるための問題集,1,0,0,0,0
独走状態を指す「断トツ」とは、何という言葉の略でしょう？,断然トップ,99,クイズを始めるための問題集,1,0,0,0,0
エジプト神話で、500 年に 1 度自ら炎の中に身を投じて生まれ変わる不死鳥を何というでしょう?,フェニックス,100,クイズを始めるための問題集,1,0,0,0,0
アジの体の側線に沿って１列に並ぶトゲ状のウロコのことを何というでしょう？,ぜいご,101,クイズを始めるための問題集,1,0,0,0,0
クリミア戦争に看護婦として従事し「クリミアの天使」と呼ばれた、「近代看護教育の母」とされる人物は誰でしょう？,フローレンス・ナイチンゲール,102,クイズを始めるための問題集,1,0,0,0,0
古語で、「雪」「衣」「袖」「雲」に共通してかかる枕詞（まくらことば）は何でしょう？,しろたへの（しろたえの）,103,クイズを始めるための問題集,1,0,0,0,0
そのタイトルは百人一首の在原業平の和歌に由来する、競技かるたをテーマとした末次由紀の漫画は何でしょう？,『ちはやふる』,104,クイズを始めるための問題集,1,0,0,0,0
正式には「蹠球」（しょきゅう）という、猫や犬の足の裏にある、盛り上がった毛のない部分のことを何というでしょう？,肉球,105,クイズを始めるための問題集,1,0,0,0,0
英語で「オスのハチ」という意味がある、遠隔操作で飛ばすことができる小型の無人航空機は何でしょう？,ドローン,106,クイズを始めるための問題集,1,0,0,0,0
英語で「重ねられた」という意味のとおり、服を重ね着するファッションを何というでしょう？,レイヤード,107,クイズを始めるための問題集,1,0,0,0,0
臓器や皮膚が炎症のためにくっつくことを指す熟語で、財界と政界などが好ましくない状態で結びつくことを指すのにも用いられるのは何でしょう？,癒着,108,クイズを始めるための問題集,1,0,0,0,0
扇の骨がバラバラにならないように繋ぎとめる部品を何というでしょう？,要（かなめ）,109,クイズを始めるための問題集,1,0,0,0,0
厚さは1 インチ、直径は3 インチである、アイスホッケーの試合で打ち合うゴム状の円盤を何というでしょう？,パック,110,クイズを始めるための問題集,1,0,0,0,0
煮物などをする時に、鍋の中の料理の上に直接置いて使う蓋のことを何というでしょう？,落としぶた,111,クイズを始めるための問題集,1,0,0,0,0
ドライアイスや樟脳  (しょうのう)  で見られる、固体が液体にならず、すぐに気体になってしまう現象を何というでしょう？,昇華,112,クイズを始めるための問題集,1,0,0,0,0
昔からある川柳で、「見てきたような嘘をつき」といわれる職業は何でしょう？,講釈師,113,クイズを始めるための問題集,1,0,0,0,0
現在の北極星にあたる、こぐま座のアルファ星は何でしょう？,ポラリス,114,クイズを始めるための問題集,1,0,0,0,0
一日中見ていても飽きないことから「日暮らし門」とも呼ばれる、日光東照宮にある有名な門は何でしょう？,陽明門,115,クイズを始めるための問題集,1,0,0,0,0
腕時計の針を動かすためについている、横にあるつまみは何でしょう？,竜頭（りゅうず）,116,クイズを始めるための問題集,1,0,0,0,0
別名を「アスコルビン酸」という水溶性ビタミンで、ミカンやレモンに多く含まれることで知られるのは何でしょう？,ビタミン C,117,クイズを始めるための問題集,1,0,0,0,0
奈良公園の鹿寄せで、鹿を呼び寄せるのに用いられる楽器は何でしょう？,ホルン,118,クイズを始めるための問題集,1,0,0,0,0
法華宗本門流（ほっけしゅうほんもんりゅう）の大本山であるお寺で、1582 年に織田信長が亡くなったことで知られるのはどこでしょう？,本能寺,119,クイズを始めるための問題集,1,0,0,0,0
テニスで、サーブしたボールがネットに当たって相手コートに入ったときにサーブをやり直すルールを何というでしょう？,レット,120,クイズを始めるための問題集,1,0,0,0,0
最大都市はアジャクシオである、英雄ナポレオン・ボナパルトが生まれたフランス領の島はどこでしょう？,コルシカ島,121,クイズを始めるための問題集,1,0,0,0,0
太平記や金閣寺に代表される、室町幕府 3 代目将軍・足利義満のもとで栄えた文化は何でしょう？,北山文化,122,クイズを始めるための問題集,1,0,0,0,0
トールキンの『指輪物語』を原作とする、「旅の仲間」「二つの塔」「王の帰還」の 3 部作で知られる映画は何でしょう？,『ロード・オブ・ザ・リング』,123,クイズを始めるための問題集,1,0,0,0,0
2014 年 3 月に開業した、高さ 300 メートルと日本で一番高いビルは何でしょう？,あべのハルカス,124,クイズを始めるための問題集,1,0,0,0,0
「ヒメ」「ヘイケ」「ゲンジ」などの種類がある、お腹が光ることでも知られる昆虫は何でしょう？,ホタル,125,クイズを始めるための問題集,1,0,0,0,0
「蝶のように舞い、蜂のように刺す」プレースタイルでも知られる、ジョージ・フォアマンとの「キンシャサの奇跡」で名高いプロボクサーは誰でしょう？,モハメド・アリ,126,クイズを始めるための問題集,1,0,0,0,0
いわゆる「ドイツ 3B」に数えられる 3 人の音楽家とは、バッハ、ベートーベンと誰でしょう？,ヨハネス・ブラームス,127,クイズを始めるための問題集,1,0,0,0,0
1986 年に『ちょっとまってて』でデビューした、長寿漫画『名探偵コナン』で知られる漫画家は誰でしょう？,青山剛昌,128,クイズを始めるための問題集,1,0,0,0,0
正式には「西瀬戸自動車道」という、広島県尾道市と愛媛県今治市を結ぶ道路の通称は何でしょう？,しまなみ海道（瀬戸内しまなみ海道も○）,129,クイズを始めるための問題集,1,0,0,0,0
第 1 回日本アカデミー賞の最優秀外国作品賞を受賞している、シルベスター・スタローン主演のボクシング映画は何でしょう？,『ロッキー』,130,クイズを始めるための問題集,1,0,0,0,0
陸上選手・桐生祥秀（よしひで）が記録した、日本人として初めて 100 メートル 10 秒の壁を突破した時のタイムは何でしょう？,9 秒 98,131,クイズを始めるための問題集,1,0,0,0,0
バスやトラックなどの大型車では大きくなる、車がカーブを曲がる際に内側の前輪と後輪が描く円弧の半径の差を何というでしょう？,内輪差,132,クイズを始めるための問題集,1,0,0,0,0
アナウンサーの中でも、テレビ局に勤務していないアナウンサーを特に何というでしょう？,フリーアナウンサー,133,クイズを始めるための問題集,1,0,0,0,0
スコータイ朝、アユタヤ朝、チャクリ朝といえば、現在のどこの国で栄えた王朝でしょう？,タイ,134,クイズを始めるための問題集,1,0,0,0,0
自らが勉強してではなく他人の話を聞いて得た知識のことを、ある体の一部を用いて何というでしょう？,耳学問,135,クイズを始めるための問題集,1,0,0,0,0
「高い都市」という意味がある、古代ギリシャの都市の中心部にある丘のことを何というでしょう？,アクロポリス,136,クイズを始めるための問題集,1,0,0,0,0
サクラエビ、貝柱などの魚介類や野菜などをまとめて揚げたてんぷらのことを何というでしょう？,かき揚げ,137,クイズを始めるための問題集,1,0,0,0,0
情け深い人でも無遠慮な仕打ちが重なればしまいには怒り出すということを、「何の顔も三度まで」というでしょう？,仏,138,クイズを始めるための問題集,1,0,0,0,0
鹿児島県から宮崎県にかけて広がる、火山灰で覆われた台地を何というでしょう？,シラス台地,139,クイズを始めるための問題集,1,0,0,0,0
1950 年 8 月の朝鮮戦争勃発に伴って発足した、現在の自衛隊の前身である組織は何でしょう？,警察予備隊,140,クイズを始めるための問題集,1,0,0,0,0
「コミュ力」「コミュ障」などというときの「コミュ」とは、何という言葉の略でしょう？,コミュニケーション,141,クイズを始めるための問題集,1,0,0,0,0
シングルノット、ウィンザーノット、プレーンノットといえば、スーツに欠かせないどんなものの結び方でしょう？,ネクタイ,142,クイズを始めるための問題集,1,0,0,0,0
建造された当時は「ヤパン号」という名前だった、勝海舟らが太平洋を横断するのに用いた軍艦は何でしょう？,咸臨丸,143,クイズを始めるための問題集,1,0,0,0,0
本のページが抜けていることを落丁といいますが、本のページの順序が違ってとじられていることを何というでしょう？,乱丁,144,クイズを始めるための問題集,1,0,0,0,0
中央が盛り上がった鍋で羊の肉を野菜と一緒に焼いて食べる、北海道の郷土料理は何でしょう？,ジンギスカン,145,クイズを始めるための問題集,1,0,0,0,0
焼岳の噴火によって梓川がせき止められてできた、松本市上高地にある観光地の池は何でしょう？,大正池,146,クイズを始めるための問題集,1,0,0,0,0
Safari、Firefox、Google Chrome など、ウェブサイトを閲覧(えつらん)するためのソフトウェアを総称して何というでしょう？,ブラウザ,147,クイズを始めるための問題集,1,0,0,0,0
二つの物事の間で迷うことを「ジレンマ」といいますが、三つの物事の間で迷うことを表す言葉は何でしょう？,トリレンマ,148,クイズを始めるための問題集,1,0,0,0,0
「ビッグエッグ」という愛称でも知られる、1988 年に開場した日本初のドーム球場はどこでしょう？,東京ドーム,149,クイズを始めるための問題集,1,0,0,0,0
明治 34 年に、日本初のゴルフコースが造られた兵庫県神戸市の山はどこでしょう？,六甲山,150,クイズを始めるための問題集,1,0,0,0,0
鶏の卵の中で黄身の位置を動かさない役割を持つ、白い紐（ひも）状のものを何というでしょう？,カラザ,151,クイズを始めるための問題集,1,0,0,0,0
徳川家康が江戸幕府を開いたのは、西暦何年でしょう？,1603 年,152,クイズを始めるための問題集,1,0,0,0,0
死ぬ間際に 3 人の息子に行った「三本の矢」の逸話でも知られる、戦国時代の武将は誰でしょう？,毛利元就,153,クイズを始めるための問題集,1,0,0,0,0
世界最大のクジラ・シロナガスクジラはヒゲクジラ、ハクジラのどちらに分類されるでしょう？,ヒゲクジラ,154,クイズを始めるための問題集,1,0,0,0,0
漢字で「海月」と書く生き物はくらげですが、漢字で「海星」と書く生き物は何でしょう？,ひとで,155,クイズを始めるための問題集,1,0,0,0,0
ピアノの 1 オクターブの間に、黒鍵は全部でいくつあるでしょう？,5 個,156,クイズを始めるための問題集,1,0,0,0,0
クレジットカードの支払い方の一つ「リボ払い」の「リボ」とは、何という言葉の略でしょう？,リボルビング,157,クイズを始めるための問題集,1,0,0,0,0
テレビ番組『月曜から夜ふかし』にマツコ・デラックスとともに出演している、関ジャニ∞のメンバーは誰でしょう？,村上信五,158,クイズを始めるための問題集,1,0,0,0,0
トロイア戦争の際に唯一の弱点であったかかとを射られて亡くなり、かかとにある有名な「腱」にその名を残すギリシャ神話の英雄は誰でしょう？,アキレス,159,クイズを始めるための問題集,1,0,0,0,0
本部をスイスのチューリヒに置く「国際サッカー連盟」のことを、アルファベット 4 文字の略称で何というでしょう？,FIFA,160,クイズを始めるための問題集,1,0,0,0,0
お菓子職人・パティシエの中でも、特にチョコレートを専門とする人をフランス語で何というでしょう？,ショコラティエ,161,クイズを始めるための問題集,1,0,0,0,0
細長い帯を 1 回ひねりあわせて両端をくっつけて作られる、表裏がない輪っかのことを何というでしょう？,メビウスの帯（メビウスの輪も○）,162,クイズを始めるための問題集,1,0,0,0,0
将棋で、最初の一手で動かせない駒は角行と何でしょう？,桂馬,163,クイズを始めるための問題集,1,0,0,0,0
地球の自転と原子時計の間の時間のずれを調整するため、日本ではある年の１月か７月に１秒だけ挿入される時間のことを何というでしょう？,うるう秒,164,クイズを始めるための問題集,1,0,0,0,0
天気記号で、「雨」を表す記号の右下にカタカナの「ニ」がつくと、何を表す天気記号になるでしょう？,にわか雨,165,クイズを始めるための問題集,1,0,0,0,0
代表作に『悪霊』『カラマーゾフの兄弟』『罪と罰』がある、ロシアの作家は誰でしょう？,フョードル・ドストエフスキー,166,クイズを始めるための問題集,1,0,0,0,0
ファミコンゲーム『スーパーマリオブラザーズ』で、1-1 で最初に登場する敵キャラクターは何でしょう？,クリボー,167,クイズを始めるための問題集,1,0,0,0,0
『サモトラケのニケ』『ミロのヴィーナス』『モナ・リザ』といった作品が収蔵されている、フランスの美術館はどこでしょう？,ルーヴル美術館,168,クイズを始めるための問題集,1,0,0,0,0
DNA を構成する４つの塩基とは、アデニン、グアニン、シトシンとあと一つは何でしょう？,チミン,169,クイズを始めるための問題集,1,0,0,0,0
カーリングで用いられる、花崗岩（かこうがん）で作られた丸い石を何というでしょう？,ストーン,170,クイズを始めるための問題集,1,0,0,0,0
オセロのゲーム開始時に、盤面に置かれている駒の数は何枚でしょう？,4 枚,171,クイズを始めるための問題集,1,0,0,0,0
ロシアのムルマンスクやノルウェーのハンメルフェストに代表される、冬季でも海面が凍結しない港のことを何というでしょう？,不凍港,172,クイズを始めるための問題集,1,0,0,0,0
のり巻きを巻いたり、玉子焼きの型を整えるのに使う、小さい簾（すだれ）状の道具を何というでしょう？,まきす,173,クイズを始めるための問題集,1,0,0,0,0
一般に「西洋将棋」と呼ばれるゲームはチェスですが、「西洋すごろく」と呼ばれるボードゲームは何でしょう？,バックギャモン,174,クイズを始めるための問題集,1,0,0,0,0
有田(ありた)焼で知られる有田町があるのは佐賀県ですが、有田(ありだ)みかんで知られる有田市があるのは何県でしょう？,和歌山県,175,クイズを始めるための問題集,1,0,0,0,0
白河の関や天香具山など、和歌に詠まれて有名になった地名や名所のことを何というでしょう？,歌枕,176,クイズを始めるための問題集,1,0,0,0,0
うちわの生産量で全国の約 9 割を占めている、香川県の都市はどこでしょう？,丸亀市,177,クイズを始めるための問題集,1,0,0,0,0
「女」という漢字を分解してできた、女性の忍者の俗称となっている言葉は何でしょう？,くのいち,178,クイズを始めるための問題集,1,0,0,0,0
